,#00,#01,#02,#03,#04,#05,#06,#07,#08,#09,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19
0002392199.txt,0.00018281535649011669,0.2811940393338999,0.00018281535649011669,0.00018281535649011669,0.00018281535649011669,0.7155152842492781,0.00018281535649011669,0.00018281535649011669,0.00018281535649011669,0.00018281535649011669,0.00018281535649011669,0.00018281535649011669,0.00018281535649011669,0.00018281535649011669,0.00018281535649011669,0.00018281535649011669,0.00018281535649011669,0.00018281535649011669,0.00018281535649011669,0.00018281535649011669
0002392833.txt,0.00010504201680706595,0.965637034362015,0.00010504201680706595,0.00010504201680706595,0.00010504201680706595,0.00010504201680706595,0.00010504201680706595,0.00010504201680706595,0.00010504201680706595,0.00010504201680706595,0.00010504201680706595,0.00010504201680706595,0.00010504201680706595,0.018551075394048867,0.00010504201680706595,0.014026175958215715,0.00010504201680706595,0.00010504201680706595,0.00010504201680706595,0.00010504201680706595
0002392984.txt,2.3798191337638833e-05,0.9858786690377799,2.3798191337638833e-05,2.3798191337638833e-05,2.3798191337638833e-05,2.3798191337638833e-05,2.3798191337638833e-05,0.013692963518142682,2.3798191337638833e-05,2.3798191337638833e-05,2.3798191337638833e-05,2.3798191337638833e-05,2.3798191337638833e-05,2.3798191337638833e-05,2.3798191337638833e-05,2.3798191337638833e-05,2.3798191337638833e-05,2.3798191337638833e-05,2.3798191337638833e-05,2.3798191337638833e-05
0002392012.txt,6.127450980462446e-05,0.6908592826229296,6.127450980462446e-05,6.127450980462446e-05,6.127450980462446e-05,6.127450980462446e-05,6.127450980462446e-05,0.13227701502940756,6.127450980462446e-05,6.127450980462446e-05,0.17582203568098448,6.127450980462446e-05,6.127450980462446e-05,6.127450980462446e-05,6.127450980462446e-05,6.127450980462446e-05,6.127450980462446e-05,6.127450980462446e-05,6.127450980462446e-05,6.127450980462446e-05
0002392006.txt,2.9052876234975005e-05,0.9994479953515356,2.9052876234975005e-05,2.9052876234975005e-05,2.9052876234975005e-05,2.9052876234975005e-05,2.9052876234975005e-05,2.9052876234975005e-05,2.9052876234975005e-05,2.9052876234975005e-05,2.9052876234975005e-05,2.9052876234975005e-05,2.9052876234975005e-05,2.9052876234975005e-05,2.9052876234975005e-05,2.9052876234975005e-05,2.9052876234975005e-05,2.9052876234975005e-05,2.9052876234975005e-05,2.9052876234975005e-05
0002392953.txt,4.9455984174264816e-05,0.9990603363006891,4.9455984174264816e-05,4.9455984174264816e-05,4.9455984174264816e-05,4.9455984174264816e-05,4.9455984174264816e-05,4.9455984174264816e-05,4.9455984174264816e-05,4.9455984174264816e-05,4.9455984174264816e-05,4.9455984174264816e-05,4.9455984174264816e-05,4.9455984174264816e-05,4.9455984174264816e-05,4.9455984174264816e-05,4.9455984174264816e-05,4.9455984174264816e-05,4.9455984174264816e-05,4.9455984174264816e-05
0002394488.txt,0.00010235414534342174,0.9980552712384747,0.00010235414534342174,0.00010235414534342174,0.00010235414534342174,0.00010235414534342174,0.00010235414534342174,0.00010235414534342174,0.00010235414534342174,0.00010235414534342174,0.00010235414534342174,0.00010235414534342174,0.00010235414534342174,0.00010235414534342174,0.00010235414534342174,0.00010235414534342174,0.00010235414534342174,0.00010235414534342174,0.00010235414534342174,0.00010235414534342174
0002392238.txt,6.464124111260577e-05,0.9987718164188607,6.464124111260577e-05,6.464124111260577e-05,6.464124111260577e-05,6.464124111260577e-05,6.464124111260577e-05,6.464124111260577e-05,6.464124111260577e-05,6.464124111260577e-05,6.464124111260577e-05,6.464124111260577e-05,6.464124111260577e-05,6.464124111260577e-05,6.464124111260577e-05,6.464124111260577e-05,6.464124111260577e-05,6.464124111260577e-05,6.464124111260577e-05,6.464124111260577e-05
0002392210.txt,1.9149751053461853e-05,0.9996361547299843,1.9149751053461853e-05,1.9149751053461853e-05,1.9149751053461853e-05,1.9149751053461853e-05,1.9149751053461853e-05,1.9149751053461853e-05,1.9149751053461853e-05,1.9149751053461853e-05,1.9149751053461853e-05,1.9149751053461853e-05,1.9149751053461853e-05,1.9149751053461853e-05,1.9149751053461853e-05,1.9149751053461853e-05,1.9149751053461853e-05,1.9149751053461853e-05,1.9149751053461853e-05,1.9149751053461853e-05
0002392204.txt,3.8505968425138765e-05,0.096701199794866,3.8505968425138765e-05,3.8505968425138765e-05,3.8505968425138765e-05,3.8505968425138765e-05,3.8505968425138765e-05,3.8505968425138765e-05,3.8505968425138765e-05,3.8505968425138765e-05,3.8505968425138765e-05,3.8505968425138765e-05,3.8505968425138765e-05,3.8505968425138765e-05,3.8505968425138765e-05,3.8505968425138765e-05,0.9026056927734816,3.8505968425138765e-05,3.8505968425138765e-05,3.8505968425138765e-05
0002391902.txt,2.0112630732118887e-05,0.22311532562903807,0.0049315850869710905,2.0112630732118887e-05,2.0112630732118887e-05,2.0112630732118887e-05,2.0112630732118887e-05,0.015025367764615946,2.0112630732118887e-05,2.0112630732118887e-05,2.0112630732118887e-05,2.0112630732118887e-05,2.0112630732118887e-05,2.0112630732118887e-05,2.0112630732118887e-05,2.0112630732118887e-05,0.756605919427661,2.0112630732118887e-05,2.0112630732118887e-05,2.0112630732118887e-05
0002391916.txt,3.785011355047922e-05,0.9992808478425411,3.785011355047922e-05,3.785011355047922e-05,3.785011355047922e-05,3.785011355047922e-05,3.785011355047922e-05,3.785011355047922e-05,3.785011355047922e-05,3.785011355047922e-05,3.785011355047922e-05,3.785011355047922e-05,3.785011355047922e-05,3.785011355047922e-05,3.785011355047922e-05,3.785011355047922e-05,3.785011355047922e-05,3.785011355047922e-05,3.785011355047922e-05,3.785011355047922e-05
0002391959.txt,2.0824656393295423e-05,0.9996043315285275,2.0824656393295423e-05,2.0824656393295423e-05,2.0824656393295423e-05,2.0824656393295423e-05,2.0824656393295423e-05,2.0824656393295423e-05,2.0824656393295423e-05,2.0824656393295423e-05,2.0824656393295423e-05,2.0824656393295423e-05,2.0824656393295423e-05,2.0824656393295423e-05,2.0824656393295423e-05,2.0824656393295423e-05,2.0824656393295423e-05,2.0824656393295423e-05,2.0824656393295423e-05,2.0824656393295423e-05
0002391971.txt,0.00013386880856834172,0.9974564926372012,0.00013386880856834172,0.00013386880856834172,0.00013386880856834172,0.00013386880856834172,0.00013386880856834172,0.00013386880856834172,0.00013386880856834172,0.00013386880856834172,0.00013386880856834172,0.00013386880856834172,0.00013386880856834172,0.00013386880856834172,0.00013386880856834172,0.00013386880856834172,0.00013386880856834172,0.00013386880856834172,0.00013386880856834172,0.00013386880856834172
0002391965.txt,1.5033072760245372e-05,0.9969335832597195,1.5033072760245372e-05,1.5033072760245372e-05,1.5033072760245372e-05,1.5033072760245372e-05,1.5033072760245372e-05,1.5033072760245372e-05,1.5033072760245372e-05,1.5033072760245372e-05,1.5033072760245372e-05,1.5033072760245372e-05,1.5033072760245372e-05,1.5033072760245372e-05,1.5033072760245372e-05,1.5033072760245372e-05,0.0027958214305961555,1.5033072760245372e-05,1.5033072760245372e-05,1.5033072760245372e-05
0002395256.txt,2.585983966909845e-05,0.9995086630462873,2.585983966909845e-05,2.585983966909845e-05,2.585983966909845e-05,2.585983966909845e-05,2.585983966909845e-05,2.585983966909845e-05,2.585983966909845e-05,2.585983966909845e-05,2.585983966909845e-05,2.585983966909845e-05,2.585983966909845e-05,2.585983966909845e-05,2.585983966909845e-05,2.585983966909845e-05,2.585983966909845e-05,2.585983966909845e-05,2.585983966909845e-05,2.585983966909845e-05
0002392263.txt,3.858024691386679e-05,0.9992669753086367,3.858024691386679e-05,3.858024691386679e-05,3.858024691386679e-05,3.858024691386679e-05,3.858024691386679e-05,3.858024691386679e-05,3.858024691386679e-05,3.858024691386679e-05,3.858024691386679e-05,3.858024691386679e-05,3.858024691386679e-05,3.858024691386679e-05,3.858024691386679e-05,3.858024691386679e-05,3.858024691386679e-05,3.858024691386679e-05,3.858024691386679e-05,3.858024691386679e-05
0002394606.txt,4.045307443379863e-05,0.9992313915857579,4.045307443379863e-05,4.045307443379863e-05,4.045307443379863e-05,4.045307443379863e-05,4.045307443379863e-05,4.045307443379863e-05,4.045307443379863e-05,4.045307443379863e-05,4.045307443379863e-05,4.045307443379863e-05,4.045307443379863e-05,4.045307443379863e-05,4.045307443379863e-05,4.045307443379863e-05,4.045307443379863e-05,4.045307443379863e-05,4.045307443379863e-05,4.045307443379863e-05
0002394389.txt,3.260515161402961e-05,0.6434180899444558,3.260515161402961e-05,3.260515161402961e-05,3.260515161402961e-05,3.260515161402961e-05,3.260515161402961e-05,3.260515161402961e-05,3.260515161402961e-05,3.260515161402961e-05,3.260515161402961e-05,3.260515161402961e-05,3.260515161402961e-05,0.3559950173264918,3.260515161402961e-05,3.260515161402961e-05,3.260515161402961e-05,3.260515161402961e-05,3.260515161402961e-05,3.260515161402961e-05
0002392049.txt,0.0001972386587780232,0.4154209096058038,0.0001972386587780232,0.0001972386587780232,0.0001972386587780232,0.0001972386587780232,0.0001972386587780232,0.5810287945361919,0.0001972386587780232,0.0001972386587780232,0.0001972386587780232,0.0001972386587780232,0.0001972386587780232,0.0001972386587780232,0.0001972386587780232,0.0001972386587780232,0.0001972386587780232,0.0001972386587780232,0.0001972386587780232,0.0001972386587780232
0002394376.txt,9.737098344773319e-05,0.9981499513144928,9.737098344773319e-05,9.737098344773319e-05,9.737098344773319e-05,9.737098344773319e-05,9.737098344773319e-05,9.737098344773319e-05,9.737098344773319e-05,9.737098344773319e-05,9.737098344773319e-05,9.737098344773319e-05,9.737098344773319e-05,9.737098344773319e-05,9.737098344773319e-05,9.737098344773319e-05,9.737098344773319e-05,9.737098344773319e-05,9.737098344773319e-05,9.737098344773319e-05
0002392061.txt,2.6476039184737112e-05,0.6442312553370363,2.6476039184737112e-05,2.6476039184737112e-05,2.6476039184737112e-05,2.6476039184737112e-05,2.6476039184737112e-05,0.3552921759576386,2.6476039184737112e-05,2.6476039184737112e-05,2.6476039184737112e-05,2.6476039184737112e-05,2.6476039184737112e-05,2.6476039184737112e-05,2.6476039184737112e-05,2.6476039184737112e-05,2.6476039184737112e-05,2.6476039184737112e-05,2.6476039184737112e-05,2.6476039184737112e-05
0002392129.txt,0.00011668611435267258,0.9977829638272989,0.00011668611435267258,0.00011668611435267258,0.00011668611435267258,0.00011668611435267258,0.00011668611435267258,0.00011668611435267258,0.00011668611435267258,0.00011668611435267258,0.00011668611435267258,0.00011668611435267258,0.00011668611435267258,0.00011668611435267258,0.00011668611435267258,0.00011668611435267258,0.00011668611435267258,0.00011668611435267258,0.00011668611435267258,0.00011668611435267258
0002392115.txt,4.5004500450248324e-05,0.9991449144914454,4.5004500450248324e-05,4.5004500450248324e-05,4.5004500450248324e-05,4.5004500450248324e-05,4.5004500450248324e-05,4.5004500450248324e-05,4.5004500450248324e-05,4.5004500450248324e-05,4.5004500450248324e-05,4.5004500450248324e-05,4.5004500450248324e-05,4.5004500450248324e-05,4.5004500450248324e-05,4.5004500450248324e-05,4.5004500450248324e-05,4.5004500450248324e-05,4.5004500450248324e-05,4.5004500450248324e-05
0002392101.txt,9.28505106781025e-05,0.9982358402971158,9.28505106781025e-05,9.28505106781025e-05,9.28505106781025e-05,9.28505106781025e-05,9.28505106781025e-05,9.28505106781025e-05,9.28505106781025e-05,9.28505106781025e-05,9.28505106781025e-05,9.28505106781025e-05,9.28505106781025e-05,9.28505106781025e-05,9.28505106781025e-05,9.28505106781025e-05,9.28505106781025e-05,9.28505106781025e-05,9.28505106781025e-05,9.28505106781025e-05
0002394773.txt,8.216926869389098e-05,0.9275923550329956,8.216926869389098e-05,8.216926869389098e-05,8.216926869389098e-05,8.216926869389098e-05,8.216926869389098e-05,8.216926869389098e-05,8.216926869389098e-05,8.216926869389098e-05,8.216926869389098e-05,8.216926869389098e-05,8.216926869389098e-05,8.216926869389098e-05,8.216926869389098e-05,0.07092859813051412,8.216926869389098e-05,8.216926869389098e-05,8.216926869389098e-05,8.216926869389098e-05
0002392100.txt,4.440497335724184e-05,0.9991563055062126,4.440497335724184e-05,4.440497335724184e-05,4.440497335724184e-05,4.440497335724184e-05,4.440497335724184e-05,4.440497335724184e-05,4.440497335724184e-05,4.440497335724184e-05,4.440497335724184e-05,4.440497335724184e-05,4.440497335724184e-05,4.440497335724184e-05,4.440497335724184e-05,4.440497335724184e-05,4.440497335724184e-05,4.440497335724184e-05,4.440497335724184e-05,4.440497335724184e-05
0002392114.txt,1.1246063877713268e-05,0.9997863247863236,1.1246063877713268e-05,1.1246063877713268e-05,1.1246063877713268e-05,1.1246063877713268e-05,1.1246063877713268e-05,1.12460638777133e-05,1.1246063877713268e-05,1.1246063877713268e-05,1.1246063877713268e-05,1.1246063877713268e-05,1.1246063877713268e-05,1.1246063877713268e-05,1.1246063877713268e-05,1.1246063877713268e-05,1.1246063877713268e-05,1.1246063877713268e-05,1.1246063877713268e-05,1.1246063877713268e-05
0002392074.txt,6.839945280482896e-05,0.9987004103967084,6.839945280482896e-05,6.839945280482896e-05,6.839945280482896e-05,6.839945280482896e-05,6.839945280482896e-05,6.839945280482896e-05,6.839945280482896e-05,6.839945280482896e-05,6.839945280482896e-05,6.839945280482896e-05,6.839945280482896e-05,6.839945280482896e-05,6.839945280482896e-05,6.839945280482896e-05,6.839945280482896e-05,6.839945280482896e-05,6.839945280482896e-05,6.839945280482896e-05
0002394377.txt,0.0001223990208085014,0.9668404024778285,0.0001223990208085014,0.0001223990208085014,0.0001223990208085014,0.0001223990208085014,0.0001223990208085014,0.0001223990208085014,0.0001223990208085014,0.0001223990208085014,0.0001223990208085014,0.0001223990208085014,0.0001223990208085014,0.0001223990208085014,0.0001223990208085014,0.030956415147618113,0.0001223990208085014,0.0001223990208085014,0.0001223990208085014,0.0001223990208085014
0002392060.txt,6.702412868659385e-05,0.69460675665562,6.702412868659385e-05,6.702412868659385e-05,6.702412868659385e-05,6.702412868659385e-05,6.702412868659385e-05,0.20310075551388246,6.702412868659385e-05,6.702412868659385e-05,6.702412868659385e-05,6.702412868659385e-05,6.702412868659385e-05,6.702412868659385e-05,0.10115307764282568,6.702412868659385e-05,6.702412868659385e-05,6.702412868659385e-05,6.702412868659385e-05,6.702412868659385e-05
0002392048.txt,3.428179636619718e-05,0.22222956736880714,3.428179636619718e-05,3.428179636619718e-05,3.428179636619718e-05,3.428179636619718e-05,3.428179636619718e-05,0.7771533602966014,3.428179636619718e-05,3.428179636619718e-05,3.428179636619718e-05,3.428179636619718e-05,3.428179636619718e-05,3.428179636619718e-05,3.428179636619718e-05,3.428179636619718e-05,3.428179636619718e-05,3.428179636619718e-05,3.428179636619718e-05,3.428179636619718e-05
0002394388.txt,2.2768670309715113e-05,0.9995673952641155,2.2768670309715113e-05,2.2768670309715113e-05,2.2768670309715113e-05,2.2768670309715113e-05,2.2768670309715113e-05,2.2768670309715113e-05,2.2768670309715113e-05,2.2768670309715113e-05,2.2768670309715113e-05,2.2768670309715113e-05,2.2768670309715113e-05,2.2768670309715113e-05,2.2768670309715113e-05,2.2768670309715113e-05,2.2768670309715113e-05,2.2768670309715113e-05,2.2768670309715113e-05,2.2768670309715113e-05
0002392262.txt,3.1575623618700464e-05,0.9994000631512449,3.1575623618700464e-05,3.1575623618700464e-05,3.1575623618700464e-05,3.1575623618700464e-05,3.1575623618700464e-05,3.1575623618700464e-05,3.1575623618700464e-05,3.1575623618700464e-05,3.1575623618700464e-05,3.1575623618700464e-05,3.1575623618700464e-05,3.1575623618700464e-05,3.1575623618700464e-05,3.1575623618700464e-05,3.1575623618700464e-05,3.1575623618700464e-05,3.1575623618700464e-05,3.1575623618700464e-05
0002391964.txt,2.0695364238502665e-05,0.9940023848045803,0.005625098639126932,2.0695364238502665e-05,2.0695364238502665e-05,2.0695364238502665e-05,2.0695364238502665e-05,2.0695364238502665e-05,2.0695364238502665e-05,2.0695364238502665e-05,2.0695364238502665e-05,2.0695364238502665e-05,2.0695364238502665e-05,2.0695364238502665e-05,2.0695364238502665e-05,2.0695364238502665e-05,2.0695364238502665e-05,2.0695364238502665e-05,2.0695364238502665e-05,2.0695364238502665e-05
0002391970.txt,0.00011402508551913761,0.9978335233751361,0.00011402508551913761,0.00011402508551913761,0.00011402508551913761,0.00011402508551913761,0.00011402508551913761,0.00011402508551913761,0.00011402508551913761,0.00011402508551913761,0.00011402508551913761,0.00011402508551913761,0.00011402508551913761,0.00011402508551913761,0.00011402508551913761,0.00011402508551913761,0.00011402508551913761,0.00011402508551913761,0.00011402508551913761,0.00011402508551913761
0002391958.txt,2.4588148512532786e-05,0.9655223679963398,2.4588148512532786e-05,2.4588148512532786e-05,2.4588148512532786e-05,2.4588148512532786e-05,2.4588148512532786e-05,2.4588148512532786e-05,2.4588148512532786e-05,2.4588148512532786e-05,2.4588148512532786e-05,2.4588148512532786e-05,2.4588148512532786e-05,2.4588148512532786e-05,2.4588148512532786e-05,0.03403504533043464,2.4588148512532786e-05,2.4588148512532786e-05,2.4588148512532786e-05,2.4588148512532786e-05
0002391966.txt,4.690431519716672e-05,0.999108818011254,4.690431519716672e-05,4.690431519716672e-05,4.690431519716672e-05,4.690431519716672e-05,4.690431519716672e-05,4.690431519716672e-05,4.690431519716672e-05,4.690431519716672e-05,4.690431519716672e-05,4.690431519716672e-05,4.690431519716672e-05,4.690431519716672e-05,4.690431519716672e-05,4.690431519716672e-05,4.690431519716672e-05,4.690431519716672e-05,4.690431519716672e-05,4.690431519716672e-05
0002391972.txt,5.9808612440535556e-05,0.9287838287199133,0.01396877952031923,5.9808612440535556e-05,5.9808612440535556e-05,5.9808612440535556e-05,5.9808612440535556e-05,5.9808612440535556e-05,5.9808612440535556e-05,5.9808612440535556e-05,5.9808612440535556e-05,0.056230645348278485,5.9808612440535556e-05,5.9808612440535556e-05,5.9808612440535556e-05,5.9808612440535556e-05,5.9808612440535556e-05,5.9808612440535556e-05,5.9808612440535556e-05,5.9808612440535556e-05
0002392248.txt,3.060912151839369e-05,0.9994184266911507,3.060912151839369e-05,3.060912151839369e-05,3.060912151839369e-05,3.060912151839369e-05,3.060912151839369e-05,3.060912151839369e-05,3.060912151839369e-05,3.060912151839369e-05,3.060912151839369e-05,3.060912151839369e-05,3.060912151839369e-05,3.060912151839369e-05,3.060912151839369e-05,3.060912151839369e-05,3.060912151839369e-05,3.060912151839369e-05,3.060912151839369e-05,3.060912151839369e-05
0002391999.txt,6.10873549178906e-05,0.9988393402565603,6.10873549178906e-05,6.10873549178906e-05,6.10873549178906e-05,6.10873549178906e-05,6.10873549178906e-05,6.10873549178906e-05,6.10873549178906e-05,6.10873549178906e-05,6.10873549178906e-05,6.10873549178906e-05,6.10873549178906e-05,6.10873549178906e-05,6.10873549178906e-05,6.10873549178906e-05,6.10873549178906e-05,6.10873549178906e-05,6.10873549178906e-05,6.10873549178906e-05
0002392274.txt,1.0980564401088423e-05,0.9682217898654649,1.0980564401088423e-05,1.0980564401088423e-05,1.0980564401088423e-05,1.0980564401088423e-05,1.0980564401088423e-05,0.03158055997531559,1.0980564401088423e-05,1.0980564401088423e-05,1.0980564401088423e-05,1.0980564401088423e-05,1.0980564401088423e-05,1.0980564401088423e-05,1.0980564401088423e-05,1.0980564401088423e-05,1.0980564401088423e-05,1.0980564401088423e-05,1.0980564401088423e-05,1.0980564401088423e-05
0002392260.txt,8.460236886708083e-05,0.808033709875361,8.460236886708083e-05,8.460236886708083e-05,8.460236886708083e-05,8.460236886708083e-05,8.460236886708083e-05,0.12781994297935806,8.460236886708083e-05,8.460236886708083e-05,8.460236886708083e-05,8.460236886708083e-05,8.460236886708083e-05,8.460236886708083e-05,0.06270810687454031,8.460236886708083e-05,8.460236886708083e-05,8.460236886708083e-05,8.460236886708083e-05,8.460236886708083e-05
0002392089.txt,8.795074758192197e-05,0.9081194111169487,8.795074758192197e-05,8.795074758192197e-05,8.795074758192197e-05,8.795074758192197e-05,8.795074758192197e-05,8.795074758192197e-05,8.795074758192197e-05,8.795074758192197e-05,8.795074758192197e-05,8.795074758192197e-05,8.795074758192197e-05,8.795074758192197e-05,0.09029747542657639,8.795074758192197e-05,8.795074758192197e-05,8.795074758192197e-05,8.795074758192197e-05,8.795074758192197e-05
0002392076.txt,5.3561863953125584e-05,0.9134823478591408,5.3561863953125584e-05,5.3561863953125584e-05,5.3561863953125584e-05,5.3561863953125584e-05,5.3561863953125584e-05,5.3561863953125584e-05,5.3561863953125584e-05,5.3561863953125584e-05,5.3561863953125584e-05,5.3561863953125584e-05,5.3561863953125584e-05,5.3561863953125584e-05,0.004318497875186901,5.3561863953125584e-05,0.08128860257846936,5.3561863953125584e-05,5.3561863953125584e-05,5.3561863953125584e-05
0002392062.txt,5.0709939148526e-05,0.7554999114269157,5.0709939148526e-05,5.0709939148526e-05,5.0709939148526e-05,5.0709939148526e-05,5.0709939148526e-05,0.22793225266882938,5.0709939148526e-05,5.0709939148526e-05,5.0709939148526e-05,5.0709939148526e-05,5.0709939148526e-05,5.0709939148526e-05,5.0709939148526e-05,5.0709939148526e-05,5.0709939148526e-05,0.01570576693873012,5.0709939148526e-05,5.0709939148526e-05
0002392102.txt,4.095004095035989e-05,0.9992219492219433,4.095004095035989e-05,4.095004095035989e-05,4.095004095035989e-05,4.095004095035989e-05,4.095004095035989e-05,4.095004095035989e-05,4.095004095035989e-05,4.095004095035989e-05,4.095004095035989e-05,4.095004095035989e-05,4.095004095035989e-05,4.095004095035989e-05,4.095004095035989e-05,4.095004095035989e-05,4.095004095035989e-05,4.095004095035989e-05,4.095004095035989e-05,4.095004095035989e-05
0002392116.txt,3.556187766723414e-05,0.5450335437497656,3.556187766723414e-05,3.556187766723414e-05,3.556187766723414e-05,3.556187766723414e-05,3.556187766723414e-05,3.556187766723414e-05,3.556187766723414e-05,3.556187766723414e-05,3.556187766723414e-05,3.556187766723414e-05,3.556187766723414e-05,3.556187766723414e-05,3.556187766723414e-05,3.556187766723414e-05,0.4543263424522243,3.556187766723414e-05,3.556187766723414e-05,3.556187766723414e-05
0002392117.txt,2.1542438604201093e-05,0.9827359835250147,2.1542438604201093e-05,2.1542438604201093e-05,2.1542438604201093e-05,2.1542438604201093e-05,2.1542438604201093e-05,0.016876252580109878,2.1542438604201093e-05,2.1542438604201093e-05,2.1542438604201093e-05,2.1542438604201093e-05,2.1542438604201093e-05,2.1542438604201093e-05,2.1542438604201093e-05,2.1542438604201093e-05,2.1542438604201093e-05,2.1542438604201093e-05,2.1542438604201093e-05,2.1542438604201093e-05
0002392103.txt,7.369196757594936e-05,0.9985998526160572,7.369196757594936e-05,7.369196757594936e-05,7.369196757594936e-05,7.369196757594936e-05,7.369196757594936e-05,7.369196757594936e-05,7.369196757594936e-05,7.369196757594936e-05,7.369196757594936e-05,7.369196757594936e-05,7.369196757594936e-05,7.369196757594936e-05,7.369196757594936e-05,7.369196757594936e-05,7.369196757594936e-05,7.369196757594936e-05,7.369196757594936e-05,7.369196757594936e-05
0002392063.txt,9.19963201476521e-05,0.8780903962967823,9.19963201476521e-05,9.19963201476521e-05,9.19963201476521e-05,9.19963201476521e-05,9.19963201476521e-05,0.1202536699405597,9.19963201476521e-05,9.19963201476521e-05,9.19963201476521e-05,9.19963201476521e-05,9.19963201476521e-05,9.19963201476521e-05,9.19963201476521e-05,9.19963201476521e-05,9.19963201476521e-05,9.19963201476521e-05,9.19963201476521e-05,9.19963201476521e-05
0002392077.txt,9.199632014794932e-05,0.9982520699171887,9.199632014794932e-05,9.199632014794932e-05,9.199632014794932e-05,9.199632014794932e-05,9.199632014794932e-05,9.199632014794932e-05,9.199632014794932e-05,9.199632014794932e-05,9.199632014794932e-05,9.199632014794932e-05,9.199632014794932e-05,9.199632014794932e-05,9.199632014795583e-05,9.199632014794932e-05,9.199632014794932e-05,9.199632014794932e-05,9.199632014794932e-05,9.199632014794932e-05
0002392088.txt,2.4142926122775555e-05,0.9995412844036674,2.4142926122775555e-05,2.4142926122775555e-05,2.4142926122775555e-05,2.4142926122775555e-05,2.4142926122775555e-05,2.4142926122775555e-05,2.4142926122775555e-05,2.4142926122775555e-05,2.4142926122775555e-05,2.4142926122775555e-05,2.4142926122775555e-05,2.4142926122775555e-05,2.4142926122775555e-05,2.4142926122775555e-05,2.4142926122775555e-05,2.4142926122775555e-05,2.4142926122775555e-05,2.4142926122775555e-05
0002392261.txt,3.336670003348614e-05,0.9342373411410163,3.336670003348614e-05,3.336670003348614e-05,3.336670003348614e-05,3.336670003348614e-05,3.336670003348614e-05,0.06516205825838103,3.336670003348614e-05,3.336670003348614e-05,3.336670003348614e-05,3.336670003348614e-05,3.336670003348614e-05,3.336670003348614e-05,3.336670003348614e-05,3.336670003348614e-05,3.336670003348614e-05,3.336670003348614e-05,3.336670003348614e-05,3.336670003348614e-05
0002391998.txt,5.707762557107445e-05,0.9989155251141497,5.707762557107445e-05,5.707762557107445e-05,5.707762557107445e-05,5.707762557107445e-05,5.707762557107445e-05,5.707762557107445e-05,5.707762557107445e-05,5.707762557107445e-05,5.707762557107445e-05,5.707762557107445e-05,5.707762557107445e-05,5.707762557107445e-05,5.707762557107445e-05,5.707762557107445e-05,5.707762557107445e-05,5.707762557107445e-05,5.707762557107445e-05,5.707762557107445e-05
0002392249.txt,7.62195121954192e-05,0.9985518292682872,7.62195121954192e-05,7.62195121954192e-05,7.62195121954192e-05,7.62195121954192e-05,7.62195121954192e-05,7.62195121954192e-05,7.62195121954192e-05,7.62195121954192e-05,7.62195121954192e-05,7.62195121954192e-05,7.62195121954192e-05,7.62195121954192e-05,7.62195121954192e-05,7.62195121954192e-05,7.62195121954192e-05,7.62195121954192e-05,7.62195121954192e-05,7.62195121954192e-05
0002391973.txt,3.265839320716473e-05,0.999379490529064,3.265839320716473e-05,3.265839320716473e-05,3.265839320716473e-05,3.265839320716473e-05,3.265839320716473e-05,3.265839320716473e-05,3.265839320716473e-05,3.265839320716473e-05,3.265839320716473e-05,3.265839320716473e-05,3.265839320716473e-05,3.265839320716473e-05,3.265839320716473e-05,3.265839320716473e-05,3.265839320716473e-05,3.265839320716473e-05,3.265839320716473e-05,3.265839320716473e-05
0002391967.txt,3.3255736614747706e-05,0.99936814100432,3.3255736614747706e-05,3.3255736614747706e-05,3.3255736614747706e-05,3.3255736614747706e-05,3.3255736614747706e-05,3.3255736614748465e-05,3.3255736614747706e-05,3.3255736614747706e-05,3.3255736614747706e-05,3.3255736614747706e-05,3.3255736614747706e-05,3.3255736614747706e-05,3.3255736614747706e-05,3.3255736614747706e-05,3.3255736614747706e-05,3.3255736614747706e-05,3.3255736614747706e-05,3.3255736614747706e-05
0002393180.txt,0.0005649717514140979,0.9892655367231319,0.0005649717514140979,0.0005649717514140979,0.0005649717514140979,0.0005649717514140979,0.0005649717514140979,0.0005649717514140979,0.0005649717514140979,0.0005649717514140979,0.0005649717514140979,0.0005649717514140979,0.0005649717514140979,0.0005649717514140979,0.0005649717514140979,0.0005649717514140979,0.0005649717514140979,0.0005649717514140979,0.0005649717514140979,0.0005649717514140979
0002391963.txt,4.5829514207425545e-05,0.999129239230059,4.5829514207425545e-05,4.5829514207425545e-05,4.5829514207425545e-05,4.5829514207425545e-05,4.5829514207425545e-05,4.5829514207425545e-05,4.5829514207425545e-05,4.5829514207425545e-05,4.5829514207425545e-05,4.5829514207425545e-05,4.5829514207425545e-05,4.5829514207425545e-05,4.5829514207425545e-05,4.5829514207425545e-05,4.5829514207425545e-05,4.5829514207425545e-05,4.5829514207425545e-05,4.5829514207425545e-05
